District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Baksa,"Barama - 1. Bongaon 2. Kaljhar 3. Barsimaluguri | 1. L/B embankment erosion caused by Tihu river at a stretch of 250 meters long (Lat: 26.550085, Lon: 91.271539) Date of occurrence: 17/05/22 2. R/B embankment behind B.ed college erosion caused by Mora Pagladia river at a stretch of 400 meters long (Lat: 26.53516, Lon: 91.359211) Date of occurrence: 16/05/22 3. R/B embankment erosion caused by Buradiya river at a stretch of 15 meters long (Lat: 26.559429, Lon: 91.42327) Date of occurrence: 16/05/22 | 0",19-05-2022,{'Barama ': 4},,,,
Baksa,"Barama - 1. Alagjar 2. Alagjar 3. Saukuchi 4. Niz Juluki | 1. Erosion on L/B of Mora Pagladia river at village Alagjar near charanpara Shiva Mandir at a length of 100 m approx. Date of occurrence: 18/06/22. Lon: 91.357248 Lat: 26.531607 . 2. Erosion on L/B of Mora Pagladia river at village Alagjar Madhya Alagjar supa at a length of 100 m approx. Date of occurrence: 18/06/22. Lon: 91.362613 Lat: 26.540695 . 3. Erosion on R/B of Mora Pagladia river at village Saukuchi Muslim supa at a length of 500 m approx. Date of occurrence: 18/06/22. Lon: 91.389909 Lat: 26.585368 4. Erosion on L/B of Mora Pagladia river at village Niz Juluki near Circle Office, Barama at a length of 100 m approx. Date of occurrence: 19/06/22. Lon: 91.351969 Lat: 26.521221 | 0",19-06-2022,{'Barama ': 5},,,,
Baksa,"Jalah - At Gobardhana ,Khagrabari ,Alengmari | On 20 May 2022, during a field visit by SDO,Civil Salabri,CO,FO(DM),Jalah Rev Circle along with concerned LM and GB and observed 1. at Gobardhna ,approximately 350 meter of left bank of river Beki at the southern part ,adjacent to Gobardhana Satra has been eroding by the River Beki 2. At Khagrabri,approximately 750 meter of left bank of river Beki at Khagrabari Nepali Basti has been eroding by the River Beki. 3. At Alengamari,approximately 550 meter of left bank of river Beki at alengamari has been eroding by the River Beki, at which three numbers of households are shifted due to erosion. The Water Resource Division ,Chirang assured for immediate protection of works for aforesaid erosion. | 0,  Baksa - 2 No. Lokpala | River bank erosion at the right bank of river Mora-Pagladia at village 2 No. Lokpala on 21-05-2022. Erosion site is 10 meters from PWD village road. Total erosion: 5 Lesa | 0",21-05-2022,{'Jalah ': 3},,,,
Biswanath,Biswanath - Diring Pathar | Diring Tinali to Madhupur Road Eroded as reported by P&RD on 06/07/2022 | 0,06-07-2022,{'Biswanath ': 1},,,,
Biswanath,Halem - Paken | Mild erosion observed at Paken area on R/B of river Brahmaputra since 06/06/22 by length 1400m | 0,07-06-2022,{'Halem ': 1},,,,
Biswanath,Gohpur - At Deunabari Village of length 170m | Erosion observed at Deunabari Area on the Right bank of river Solengi.25-05-2022 | 0,25-05-2022,{'Gohpur ': 1},,,,
Biswanath,Halem - Paken | Mild erosion observed at Paken area on R/B of river Brahmaputra since 06/06/22 to today 09-06-2022. Length 1400m | 0,09-06-2022,{'Halem ': 1},,,,
Biswanath,Biswanath - Diring Pathar Area | Severe bank erosion is continuing at Diring Pathar area. Interrupted road communication. on 16.07.2022 | 0,16-07-2022,{'Biswanath ': 1},,,,
Biswanath,Biswanath - Rowmari | Severe bank erosion is observed at Rowmari area on the R/ Bank of the river Buroi. Length 1000.00m on 01-07-2022. | 0,02-07-2022,{'Biswanath ': 1},,,,
Biswanath,Biswanath - Rowmari | Severe bank erosion is observed at Rowmari area on the R/ bank of the river Buroi of length 1000.00m on 22-06-2022 | 0,22-06-2022,{'Biswanath ': 1},,,,
Biswanath,"Naduar RC part - 2. NO Bhojmari | Severe bank erosion at 2. no Bhojmari area on right bank of river Brahmaputra, length= 800m on 11-06-2022 | 0",11-06-2022,{},,,,
Biswanath,Halem - Paken | Mild erosion observed at Paken area on R/B of river Brahmaputra since 06/06/22 to till date 8/06/22 Approximate lenght 1400m. | 0,08-06-2022,{'Halem ': 1},,,,
Biswanath,Halem - Upsteam of Kalyani Than (Dipara Dani Village) | Erosion observed at upstream of Kalyani Than on R/Bank of River Brahmaputra on 18-10-2022. | 0,18-10-2022,{'Halem ': 1},,,,
Biswanath,"Halem - Paken | As reported by Water Resources Gohpur, mild erosion observed at Paken area on R/B of river Brahmaputra on 12/06/2022. Length 1400m | 0",12-06-2022,{'Halem ': 1},,,,
Biswanath,Halem - Upstream of Kalyani Than (Dipara Dani Village) | Erosion observed at upstream of Kalyani Than on R/Bank of River Brahmaputra on 17-10-2022. | 0,17-10-2022,{'Halem ': 1},,,,
Biswanath,"Biswanath - Bharalijuli | as per information received from concerned LM, erosion occurred by the banks of river Borgang at village Bharalijuliu.29.06.2022 | 0",30-06-2022,{'Biswanath ': 1},,,,
Biswanath,"Halem - Paken | As reported by Water Resources Gohpur on 10/07/2022, bank erosion continues at Paken area on R/B of river Brahmaputra by a length of 1400m. | 0",10-07-2022,{'Halem ': 1},,,,
Biswanath,"Halem - Paken | As reported by Water Resources Gohpur, mild erosion observed at Paken area on R/B of river Brahmaputra since 06/06/22 till 10/06/2022. Length 1400m | 0",10-06-2022,{'Halem ': 1},,,,
Biswanath,Naduar RC part - Bhojmare | As per water Resources Department Active bank erosion is observed at downstream of no. Bhojmari area of river brahmaputra. on 20/07/2022 | 0,20-07-2022,{},,,,
Biswanath,"Biswanath - Kumalia | 1. As per information received from Water Resources Biswanath, erosion was observed on R/Bank of river Brahmaputra, Length=125 m on 06.07.2022 | 0",07-07-2022,{'Biswanath ': 1},,,,
Biswanath,"Naduar RC part - No-3 Nalbari | Dated 27/05/2022, Erosion is observed at vill. No-3 Nalbari by the river Ghiladhari and approximately 150m of land was eroded by the river. | 0",27-05-2022,{},,,,
Biswanath,"Naduar RC part - No-2 Bhojmari | Active bank erosion at No-2 Bhojmari area on right bank of river Brahmaputra, Length=400m, on 23.05.2022. Reported by water resource dept. | 0",23-05-2022,{},,,,
Biswanath,Halem - Paken and Bortamuli Area | Mild erosion is seen in Paken downstream area and Bortamuli area. Silt filled B-type Geo nag is being dumped in those areas on 08-09-2022 | 0,08-09-2022,{'Halem ': 1},,,,
Biswanath,Biswanath - Kumolia forse ati | As per water resource department on Biswanath 06.10.2022 major bank erosion continues at Kumolia forse ati area on the R/B of river Brahmaputra. | 0,06-10-2022,{'Biswanath ': 1},,,,
Biswanath,"Naduar RC part - No-2 Bhojmari | As per report submitted by W.R. on dated 20/07/2022, active bank erosion was observed at downstream of No-2 Bhojmari area of river Brahmaputra. | 0",21-07-2022,{},,,,
Biswanath,Halem - Dipara Dalani Village | Active erosion is observed at upstream of protection work at Dipara Dalani Village of river Brahmaputra reported by water resource department on 10/10/2022. | 0,10-10-2022,{'Halem ': 1},,,,
Biswanath,Gohpur - No. 3 Upor Tinisukia Village | Near about 3 Bighas of land has been eroded by River Brahmaputra due to which 2 Nos. families have shifted their house to a safer location.22-06-2022 | 10,23-06-2022,{'Gohpur ': 1},,,,
Biswanath,Naduar RC part - No-2 Gosaichapori | Bank erosion is observed at vill. No-2 Gosaichapori by the river Ghiladhari. Approximately length of land 45m and breadth 3m have been eroded on 18-06-2022 | 0,18-06-2022,{},,,,
Biswanath,Biswanath - Tengabari | Active bank erosion is observed at downstream of Tengabari & Solmari mising gaon area on R/B of river Borgang as per report received from Water Resources Deptt. on 01.08.2022 | 0,01-08-2022,{'Biswanath ': 1},,,,
Biswanath,Gohpur - Erosion occured on Solengi River Embankment | Erosion occures at R/Bank of at Nalbari and L/Bank embankment due to abrupt rise of Solengi River water at 2.40 PM As par water Resources 21/08/2022 | 0,21-08-2022,{'Gohpur ': 1},,,,
Biswanath,"Gohpur - Marginal embankment at the L/Bank of river Solengi | Erosion damaged the Marginal embankment at Ch.700m on L/B of river Solengi on 07-09-2022. Launching of tree branches , bamboo bundles continued | 0",07-09-2022,{'Gohpur ': 1},,,,
Biswanath,"Gohpur - R/Bank of River Solengi at Nalbari Area | Erosion has been observed in the R/Bank of River Solengi at Nalbari Area on 15.10.2022 | 0,  Halem - Paken Area | Mild Erosion occured in paken area R/Bank of River Brahmaputra on 15.10.2022 | 0",15-10-2022,"{'Gohpur ': 1, 'Halem ': 1}",,,,
Biswanath,"Halem - Paken area on R/bank of river Brahmaputra | Mild bank erosion is observed at Paken area on R/bank of river Brahmaputra. Latitude=26.4800 N & Longitude = 93.3751 E to Latitude= 26.4754N & Longitude=93.3730E, length 1400 m on 06-06-2022. | 0",06-06-2022,{'Halem ': 1},,,,
Biswanath,"Biswanath - Mijikajan T.E SPP 1 | As per report received from concerned LM, erosion continues to occur near the bridge over burigang river at village Mijikajan T.E SPP 1. 20.05.2022 | 0,  Halem - Paken | Miled erosion observed at Paken area on 20/05/2022 by 25 meters | 0",20-05-2022,"{'Biswanath ': 1, 'Halem ': 1}",,,,
Biswanath,"Biswanath - Singimari | Bank Erosion is observed at Singimari area of river Brahmaputra as per report from WRD, Tezpur on 01.06.2022 | 0,  Halem - Paken | As reported by Water Resources, Gohpur, mild erosion observed at Paken area on R/B of river Brahmaputra from 31/05/2022 by 1400m | 0",01-06-2022,"{'Biswanath ': 1, 'Halem ': 1}",,,,
Biswanath,"Gohpur - R/Bank of River Solengi at Nalbari Area | Erosion has been observed in the R/Bank of River Solengi at Nalbari Area on 14.10.2022 | 0,  Halem - Upsteam of Kalyani Than (Dipara Dani Village) | Erosion observed at upstream of Kalyani Than on R/Bank of River Brahmaputra on 14.10.2022 | 0",14-10-2022,"{'Gohpur ': 1, 'Halem ': 1}",,,,
Biswanath,"Halem - 1.Paken 2. 1 No. Hatijan | As per the report of submitted by Water Resources Gohpur, on 18/07/2022, bank erosion is going on the R/B of river Brahmaputra at Paken by approximate length of 1400m (coodinates 93.626602, 26.799410) and at 1 No. Hatijan village by an approximate length of 800m | 0",18-07-2022,{'Halem ': 3},,,,
Biswanath,"Halem - 1 No. Hatijan | As reported by Conerned Lot Mandal, continuous erosion observed at R/B of Brahmaputra at Hatijan village from 27/06/2022 to till28/06/2022 by a stretch of almost 900m . Overtopping occurred on the Both bank enbankment of river Brahmajan on 28/06/2022 as per water Resources deparment | 0",28-06-2022,{'Halem ': 1},,,,
Biswanath,"Halem - Bholaguri Magoni | 1.As reported by Water Resources,Gohpur on 03/07/2022, half of embankment on the L/B of river Magoni eroded away near RCC bridge of NH15 by approximately 15 meters 2. As reported by Water Resources Gohpur, the river Brahmajan has changed its course and merged with river Chengelijan at Balijan | 0",03-07-2022,{'Halem ': 1},,,,
Biswanath,"Biswanath - Behali Mikir , Thandapani Forest Village | 1.erosion occurred by the banks of river Behali at Behali Mikir village as per information received from concerned Lot Mondal on 29.06.2022 2. Village road at Thandapani Forest Village was damaged. Length- 1.7 m. Lattidute- 26.913803, Longitude- 93.380642 on 29-06-2022. | 0",29-06-2022,{'Biswanath ': 2},,,,
Biswanath,"Biswanath - Right Bank of river Borgang Near solmari mising gaon | Severe bank erosion near Solmari Mising Gaon area on the right bank of river Borgang. average width of bank erosion 6 m. on 08/07/2022 | 0,  Halem - Paken | As reported by Water Resources Gohpur on 08/07/2022, bank erosion continues at Paken area on R/B of river Brahmaputra | 0",08-07-2022,"{'Biswanath ': 1, 'Halem ': 1}",,,,
Biswanath,"Biswanath - Kumalia | Erosion observed at Kumalia area on R/Bank embankment of river Brahmaputra, Length=70 m as per report from Water Resources Department, Biswanath Sub-Division on 15-06-2022. | 0,  Naduar RC part - No-2 Bhojmari | Dated- 15/06/2022, Erosion observed at vill. No-2 Bhojmari. As a result of which, some portion of the Masjid situated near the bank of the river have been eroded. | 0",15-06-2022,{'Biswanath ': 1},,,,
Biswanath,"Naduar RC part - 1 No. Bhojmari | As per water resource department active bank erosion is observed at down stream of 1 no. Bhojmari area of river Brahmaputra on 17.07.2022 | 0,  Biswanath - Singimari, Diring pathar | 1.Active bank erosion is observed at upstream of singimari area of river Brahmaputra on 17.07.2022(Lat: 26.67001, Long: 93.09077) 2.Severe bank erosion is continuing at Diring Pathar area. from 16.07.2022 to 17.07.2022 (Lat: 26.841602, Long: 93.11406) | 0",17-07-2022,{'Biswanath ': 2},,,,
Biswanath,"Gohpur - Erosion obsereved at Brahmapur and Nalbari | 1. Erosion obsereved at Brahmapur M/E on L/B of river Solengi about length of 150 mtr on 24.05.2022 latitude: 26.947747 Logitude: 93.631378 2. Erosion observed at Nalbari M/E on R/B of river Solengi about length of 120 m on 24.05.2022 latitude:26.5706876 , longitude: 93.3857192 | 0,  Naduar RC part - No-2 Bhojmari | Active bank erosion at No-2 Bhojmari area on right bank of river Brahmaputra . Length=400m on 24.05.2022 | 0",24-05-2022,{'Gohpur ': 1},,,,
Biswanath,"Biswanath - Mijika, Ghoramara | Bank erosion observed at Mijika on Right Bank of River Burhigang. Also as per LM report one earthen road near river burhigang about 8ft wide and 500 ft long at village Ghoramara was damaged on 17th May 2022: Lat=26.812877, long=93.198404. Also as per report of BDO Baghmara, 50 m of embankment erosion occurred near tinisuti weekly market by river Burigang and 130m of embankment erosion occurred by river Burigang at forest gate, tinisuti on 20th may 2022. | 0",21-05-2022,{'Biswanath ': 2},,,,
Biswanath,"Biswanath - 1 No Dhuli Dilichang, Rowmari | Erosion was reported by Lot Mondal near Balichang weekly market by the banks of river Dhuli and at the bridge approach over river Dhuli on 20.06.2022, and severe bank erosion at rowmari area on the R/Bank of river Buroi. Length=1000, Lat:26.8137 N, Long:93.420132 E | 0,  Halem - Dariakhat | As reported by Water Resources, Gohpur on 20/06/2022, bank erosion is observed at Dariakhat area on R/B of river Brahmajan. Overtopping is also observed. Length 27m | 0",20-06-2022,"{'Biswanath ': 2, 'Halem ': 1}",,,,
Biswanath,"Biswanath - (1) 1.no Bhujmari area, (2)Singimari area, (3)2.no Bhujmari area | As per water resource department (1) Active bank erosion is observed at downsteram of 1. no Bhujmari area of river Brahmaputra. (2)Active bank erosion is observed at upsteram of Singimari area of river Brahmaputra. (3)Active bank erosion is observed at downsteram of 2. no Bhujmari area of river Brahmaputra on 26/07/2022. | 0,  Naduar RC part - No-2 Bhojmari | As per water resource department active bank erosion observed at Bhojmari area on 26-07.2022 | 0",26-07-2022,{'Biswanath ': 5},,,,
Biswanath,"Biswanath - Rowmari | Severe bank erosion Observed at Rowmari area on R/Bank of river Buroi. Length- 1000.00m on 24-06-2022 | 0,  Halem - 1. 1 No. Hatijan, 2.Paken | 1.As reported by Conerned Lot Mandal, continuous erosion was observed on the L/B of river Brahmaputra from 23/06/2022. Approximate lenght 800m Latitude-26.790692 and Longitude-93.529579. 2. Mild bank erosion observed at Paken area on R/ Bank of river Brahmaputra of length- 1400m. Latitude-26.4800 N, Longitude-93.3751 E to Latitude-26.4754N , Longitude- 93.3730E. on 24-06-2022 | 0",24-06-2022,"{'Biswanath ': 1, 'Halem ': 4}",,,,
Biswanath,"Biswanath - Kumolia forseati | Bank erosion continues at Kumolia forseati area on the R/B of river Brahmaputra on 12-10-2022. | 0,  Gohpur - R/Bank of River Solengi at Nalbari Area | Erosion has been observed in the R/Bank of River Solengi at Nalbari Area on 12-10-2022. | 0,  Halem - Upsteam of Kalyani Than (Dipara Dani Village) | Erosion observed at upstream of Kalyani Than on R/Bank of River Brahmaputra on 12-10-2022. | 0,  Naduar RC part - No-4 Bhojmari | Dated: 12/10/2022, Heavy erosion is observed at No-4 Bhojmari by the river Brahmaputra. Due to this erosion some portion of one school namely Bhojmari Govt. Junior Basic have been washed away. The school is situated outside the embankment. | 0",12-10-2022,"{'Biswanath ': 1, 'Gohpur ': 1, 'Halem ': 1}",,,,
Biswanath,"Biswanath - Diring Tiniali to Diring T.E Road | Side erosion of the village road from Diring Tiniali to Diring T.E by Diring river on 16.06.2022 at ch.120 m for a length of about 80 m, average Depth of erosion is 1.95 m for an average width of 2 m as per WT message from PWD(roads), Biswanath Territorial Road Division. | 0,  Naduar RC part - Soraijonia | As per report received from Ex. Engineer PWD BSN, Side erosion of the road is observed from sootea to Soraijonia Hospital by the river Mornoi at Ch. 500.00m for a length of about 50 m. The average width &depth of side erosion are 2m & 1.95m. 17.06.2022 | 0,  Halem - Borani Pathar | As reported by Water Resources, Gohpur, Bank erosion is observed at downstream of Railway bridge on the R/B embankment of river Brahmajan from 17/06/2022. Legth 22m | 0",17-06-2022,"{'Biswanath ': 1, 'Halem ': 1}",,,,
Biswanath,"Biswanath - Kumolia forse ati, 1No Bhujmari, Singimari | 1.Bank erosion continues at Kumolia fose ati area on the R/B of river Brahmaputra on 13./10/2022 (Lat: 26.684857, Long: 93.128187) 2.Bank is observed at downstream of 1 No. Bhujmari area of river Brahmaputra on 13/10/2022. 3.Bank erosion is observed at upstream of Singimari area of river Brahmaputra on 13/10/2022.(Lat: 26.67001, long: 93.09077) | 0,  Halem - Upsteam of Kalyani Than (Dipara Dani Village) | Erosion observed at upstream of Kalyani Than on R/Bank of River Brahmaputra on 13/10/2022 | 0,  Gohpur - R/Bank of River Solengi at Nalbari Area | Erosion has been observed in the R/Bank of River Solengi at Nalbari Area on 13/10/2022. | 0,  Naduar RC part - No-1 Bhojmari | Dated: 13/10/2022, Bank erosion is observed at downstream of No-1 Bhojmari area of river Brahmaputra reported by water resource department. | 0",13-10-2022,"{'Biswanath ': 3, 'Halem ': 1, 'Gohpur ': 1}",,,,
Biswanath,"Biswanath - 1. Singimari 2. Bhojmari 3. Natungaon 4. Kumolia 5. Borbeel 6. Tengabari | 1. Bank erosion observed at kalakati to singimari.17.05.2022 Lat- 26.674836, Long - 93.099541 2. Bank erosion observed at Phulbari to Bhojmari 17.05.2022 Lat-26.66852872, Long- 93.08098334 3. Bank erosion observed at Biswanath to Natungaon .17.05.2022, Lat-26.65860483, Long- 93.16531329 4. Bank erosion observed at Kumolia Area on R/ Bank of river Brahmaputra 19.05.2022, Lat- 26.681659, Long- 93.135871 5.Bank erosion observed at Borbeel, Oriya Basti area on L/ Bank of river Borgang 19.05.2022 Lat- 26.825918, Long- 93.293993 6. Bank erosion observed at Tengabari area on R/ Bank of river Borgang 19.05.2022 Lat- 26.862727, Long- 93.266963 ( Report from Water Resource Division) | 0,  Naduar RC part - Bhojmari | Bank erosion observed at phulbari to bhojmari area. 19-05-2022 Latitude--26.66852872N to 26.667126N; Longitude -- 93.0809833E to 93.071357E | 0,  Halem - Madhya Chattrang | Erosion observed on the right bank of river Chattrang at Madhya Chattrang by 30m on 19/05/2022 | 0",19-05-2022,"{'Biswanath ': 7, 'Halem ': 1}",,,,
Bajali,"Bajali - Madhapur | Bank migration of Pahumara river This report is received from AAE,Water Resource,Bajali on 14 junethe length of the erosion is 100mtr. | 0",14-06-2022,{'Bajali ': 1},,,,
Bajali,"Sarupeta - Village : Kahara Pathar | Erosion at pahumara right bank , 60 M at Kahara Pathar (Reported by SDO,Water Resource Department,Bajali on 20/5/2022) | 0",20-05-2022,{},,,,
Bajali,"Sarupeta - Mairambhita (village: Puthimari) | Erosion at pahumara right bank,9.00 KM at Mairambhita (Reported by SDO, Water Resource Department,Bajali on 18.05.2022 ) | 0",19-05-2022,{},,,,
Bajali,"Bajali - Chaibari | River: Kaldia Left Bank Issue: Bank Migration and change in course of river. Locations 2 nos. Reach Length= 500 500 = 1000 M This report is received from AEE,Bajali WR Division, Pathsala on 3rd August,2022 | 0",04-08-2022,{'Bajali ': 1},,,,
Bajali,Bajali - Erosion at the Kaldiya river near Bhupen Das house to Rajhuwa smachan at Chaibari Adhikari ghat | Erosion at the Kaldiya river near Bhupen Das house to Rajhuwa smachan at Chaibari Adhikari ghat .affected length 200 m breadth 10m depth 10m on 02/07/2022 | 0,02-07-2022,{'Bajali ': 1},,,,
Golaghat,"Sarupathar - Dighalganja | River bank erosion on Doyang River of length approx 800 miters, dated 02/08/2022 | 0",06-08-2022,{'Sarupathar ': 1},,,,
Golaghat,"Golaghat - Chawdang Pathar, Toranichuk | Erosion due to river Ghiladhari dated on 14-09-2022, length approx 60 m. | 0",15-09-2022,{'Golaghat ': 2},,,,
Golaghat,Sarupathar - Borbali | Bank erosion on the left bank of river Doyang for a length of approx. 300 M on dated 02/07/2022 | 0,04-07-2022,{'Sarupathar ': 1},,,,
Golaghat,Sarupathar - Basapathar | Erosion occurred at the river bank of river Doyang for a lenght of 1500 m approx. dated 27-05-2022 | 0,28-05-2022,{'Sarupathar ': 1},,,,
Golaghat,Khumtai - Un embankment portion of river Gelabeel at Rangamati area. | At upstream of Gelabeel RCC bridge on left bank. Length-320m. Date-16/07/2022 | 0,16-07-2022,{'Khumtai ': 1},,,,
Golaghat,Bokakhat - Opeswari Ghat (Karonihula Gaon) under Bokakhat Rev. Circle | Erosion occurred at river bank of Dhansiri river of approx 300 M. on 20-05-2022. | 0,21-05-2022,{'Bokakhat ': 1},,,,
Golaghat,"Dergaon - Ikorani Gaon | Damage occurred by river water of Gelabeel River at Ikorani area as reported by Executive Engineer, Jorhat W.R. Division on 24.06.2022.. | 0",24-06-2022,{'Dergaon ': 1},,,,
Golaghat,Khumtai - Un embankment portion of river Dhansiri at Khumtai Bogorioni area. | R/bank of river Dhansiri at Na- bill ( Bogorioni Nepali gaon). Length -600m. Date 15/07/2022 | 0,15-07-2022,{'Khumtai ': 1},,,,
Golaghat,"Khumtai - Kamargaon | Dowel bund at Old Kamargaon approx 50 M. on 20-05-2022 | 0,  Sarupathar - Kordoiguri | Erosion occurred at river bank of Dhansiri river of approx 300 M. on 19-05-2022. | 0",20-05-2022,"{'Khumtai ': 1, 'Sarupathar ': 1}",,,,
Golaghat,Bokakhat - Bhakat Chapori (Rajabari Gaon) | Erosion at CH. 480 m at Bhakat Chapori Gaon(Rajabari) due to heavy rainfall at the hilly side under Bokakhat Rev. Circle Dist. Golaghat on 08.08.2022 | 0,08-08-2022,{'Bokakhat ': 1},,,,
Golaghat,"Sarupathar - 1. Dubarani Smashanghat area, 2. Nabeel area | 1. Bank erosion on the right bank of river Dhansiri for a reach length of 600 m on 26-05-2022. 2. Bank erosion on the left bank of river Doyang for a reach length of 800 m on 26-05-2022. | 0",27-05-2022,{'Sarupathar ': 4},,,,
Golaghat,"Sarupathar - 1. Padumoni-Parghat area, 2. Gelabil gaon area | 1. Bank erosion on the right bank of river Dhansiri at D/S of RCC bridge for length of 1000 m on dated 25-05-2022. 2. Bank erosion on the right bank of river Doyang for lenght 1500 m on dated 25-05-2022. | 0",26-05-2022,{'Sarupathar ': 4},,,,
Golaghat,Khumtai - Un Embankment portion of river Gelabeel at Badulipar area | At upstream of Gelabeel RCC bridge on both bank at Badulipar area. River bank damage due to high flood for a length of 300m at right bank in between Kanfola and Bhakat Chapori area and at left bank for a length 200m in Badulipar area on 02-07-2022 | 0,02-07-2022,{'Khumtai ': 1},,,,
Golaghat,"Golaghat - Modarguri area under Simanta Gaon Panchayat , Sitolmari area . | Erosion affected area: Modarguri area under Simanta Gaon Panchayat , Sitolmari area . Length 800m. River : Doyang. on 10.08.2022 under Golaghat Revenue Circle | 0,  Morongi - Napamua Gaon ( Dhulia Gaon) under Morongi Revenue Circle of Golaghat dist. | Bank erosion on the left bank of river Dhansiri at Napamua Gaon ( Dhulia Gaon) at the u/s of Dhuliagaon Geo-bag protection work for length of 600m on 10.08.2022 | 0",10-08-2022,{'Golaghat ': 2},,,,
Golaghat,Morongi - L/bank of river Dhansiri at Mithaam Chapori and Moinapara | A)U/S of protection work Longitude: a) 90.505927E Latitude :a) 26.342950N Remarks: Bank erosion on the left bank of river Dhansiri at U/S of geo bag protection work for length of 50m on 23.05.2022 B) D/S of protection work Longitude: a) 90.505152E Latitude: a) 26.344223N Remarks: Bank erosion on the left bank of river Dhansiri at D/S of geo bag protection work for length of 500m on 23.05.2022 C) U/S of RCC bridge at Moinapara Longitude : 93.95179 Latitude: 26.504077 Remarks: Bank erosion on the left bank of river Dhansiri at U/S of RCC bridge at Moinapara area for length of 700m on 23.05.2022 | 0,23-05-2022,{},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources dept on 11-10-22, erosion is observed in Leruamukh with max of 2m | 0",11-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water resources dept on 25-09-22, erosion is seen in Leruamukh with maximum of 3m. | 0",25-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of Water Resources Dept on 24-09-22, erosion is observed in Leruamukh with maximum of 3 m. | 0",24-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 10-09-22, erosion is seen in Leruamukh with maximum of 2m . | 0",10-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 30-09-2022, erosion is observed in Leruamukh with max of 2 m | 0",30-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of water resources dept on 21/07/2022, erosion is observed in Leruamukh with a max of 1 m . | 0",21-07-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 29-09-2022, erosion is observed in Leruamukh with max of 2 m | 0",29-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 28-09-2022, erosion is observed in Leruamukh with max of 2m. | 0",28-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 23-9-22, erosion is observed in Leruamukh with maximum of 3 m | 0",23-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of Water resources Dept on 18-10-22, erosion is observed in Leruamukh with max erosion of 3 m | 0",18-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 8/9/2022, erosion is observed in Leruamuk with maximum of 2m . | 0",08-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources dept on 26-09-22, erosion is observed in Leruamukh with maximum of 2 m | 0",26-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of water Resources Dept on 01-10-2022, erosion is observed in leruamuk with max erosion of 2 m | 0",01-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 27-09-22, erosion is observed in Leruamukh withax erosion of 2m | 0",27-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report the Water Resources Dept on 06/08/2022, erosion is observed in Borchapori with maximum of 2 m. | 0",06-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the water resources Dept on 21-09-2022, erosion is observed in Leruamuk with maximum of 3 m. | 0",21-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 22-09-2022, erosion is observed in Leruamukh with maximum of 3 m. | 0",22-09-2022,{'Laharighat ': 1},,,,
Morigaon,Laharighat - Leruamukh | As per report of the Water resources Dept on 16-10-22 erosion is observed in Leruamukh with max erosion of 2m. | 0,16-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 8-10-22, erosion is observed in Leruamukh with max erosion of 3 m | 0",08-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 19-10-2022, erosion is observed in Leruamukh with max erosion of 2m | 0",19-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 17-10-2022, erosion is observed in Leruamukh with max erosion of 2m | 0",17-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources dept on 2-9-2022, erosion is observed in Leruamulh with max erosion of 2 m. | 0",02-10-2022,{'Laharighat ': 1},,,,
